id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,tipo_envolvido,idade,sexo
83300060,04/01/2015,RN,110,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,31.0,Masculino
83300108,05/01/2015,RN,226,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,24.0,Masculino
83300108,05/01/2015,RN,226,NATAL,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,32.0,Feminino
83300128,05/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,20.0,Masculino
83300128,05/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
83300144,05/01/2015,RN,110,MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Inválido
83300144,05/01/2015,RN,110,MOSSORO,Outras,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Feminino
83300157,05/01/2015,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,-1.0,Masculino
83300157,05/01/2015,RN,304,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,30.0,Masculino
83300213,05/01/2015,RN,427,CURRAIS NOVOS,Dormindo,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,36.0,Masculino
83300213,05/01/2015,RN,427,CURRAIS NOVOS,Dormindo,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,40.0,Masculino
83300324,02/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,23.0,Masculino
83300324,02/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,31.0,Masculino
83300324,02/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,40.0,Masculino
83300366,06/01/2015,RN,406,TAIPU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Condutor,37.0,Masculino
83300366,06/01/2015,RN,406,TAIPU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Rural ,Condutor,34.0,Masculino
83300397,06/01/2015,RN,304,MOSSORO,Animais na Pista,Atropelamento de animal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,24.0,Masculino
83300582,06/01/2015,RN,101,PARNAMIRIM,Velocidade incompatível,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,39.0,Masculino
83300582,06/01/2015,RN,101,PARNAMIRIM,Velocidade incompatível,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Masculino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,49.0,Masculino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,47.0,Masculino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,43.0,Feminino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,35.0,Feminino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,-1.0,Feminino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Passageiro,57.0,Feminino
83300594,06/01/2015,RN,101,CEARA-MIRIM,Desobediência à sinalização,Colisão frontal,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,52.0,Masculino
83300635,07/01/2015,RN,110,AREIA BRANCA,Animais na Pista,Atropelamento de animal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Rural ,Condutor,25.0,Masculino
83300685,07/01/2015,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,30.0,Feminino
83300685,07/01/2015,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,58.0,Masculino
83300701,07/01/2015,RN,405,MOSSORO,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,34.0,Masculino
83300701,07/01/2015,RN,405,MOSSORO,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Nublado,Simples ,Urbano,Condutor,36.0,Masculino
83300761,07/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,48.0,Masculino
83300761,07/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,26.0,Masculino
83300778,07/01/2015,RN,304,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,-1.0,Inválido
83300778,07/01/2015,RN,304,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,40.0,Masculino
83300778,07/01/2015,RN,304,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Passageiro,42.0,Feminino
83300823,07/01/2015,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,37.0,Masculino
83300823,07/01/2015,RN,226,MACAIBA,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Simples ,Urbano,Condutor,39.0,Masculino
83300907,07/01/2015,RN,406,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,27.0,Masculino
83300907,07/01/2015,RN,406,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão Transversal,Sem Vítimas        ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,75.0,Masculino
83300941,07/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,25.0,Feminino
83300941,07/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,50.0,Masculino
83300971,07/01/2015,RN,304,ITAJA,Defeito mecânico em veículo,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples ,Rural ,Condutor,33.0,Masculino
83301008,07/01/2015,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,56.0,Masculino
83301008,07/01/2015,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,55.0,Feminino
83301092,08/01/2015,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,36.0,Feminino
83301092,08/01/2015,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,40.0,Masculino
83301136,07/01/2015,RN,427,CURRAIS NOVOS,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,28.0,Feminino
83301136,07/01/2015,RN,427,CURRAIS NOVOS,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Simples ,Urbano,Condutor,47.0,Feminino
83301217,08/01/2015,RN,405,ITAU,Defeito na via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ignorada,Simples ,Rural ,Condutor,32.0,Masculino
83301217,08/01/2015,RN,405,ITAU,Defeito na via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ignorada,Simples ,Rural ,Condutor,45.0,Masculino
83301217,08/01/2015,RN,405,ITAU,Defeito na via,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ignorada,Simples ,Rural ,Condutor,-1.0,Inválido
83301313,08/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,39.0,Masculino
83301313,08/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Masculino
83301342,08/01/2015,RN,226,CURRAIS NOVOS,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,57.0,Feminino
83301342,08/01/2015,RN,226,CURRAIS NOVOS,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,16.0,Masculino
83301411,08/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,53.0,Masculino
83301411,08/01/2015,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Masculino
83301417,08/01/2015,RN,110,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,24.0,Masculino
83301417,08/01/2015,RN,110,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Inválido
83301417,08/01/2015,RN,110,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Passageiro,-1.0,Masculino
83301445,08/01/2015,RN,226,SANTA CRUZ,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,61.0,Masculino
83301464,07/01/2015,RN,101,NATAL,Defeito mecânico em veículo,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Feminino
83301464,07/01/2015,RN,101,NATAL,Defeito mecânico em veículo,Colisão com objeto fixo,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Feminino
83301613,09/01/2015,RN,101,PARNAMIRIM,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Condutor,58.0,Masculino
83301613,09/01/2015,RN,101,PARNAMIRIM,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Sol,Dupla   ,Urbano,Pedestre,48.0,Feminino
83301732,09/01/2015,RN,101,GOIANINHA,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Rural ,Condutor,-1.0,Masculino
83301732,09/01/2015,RN,101,GOIANINHA,Outras,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Rural ,Passageiro,29.0,Feminino
83301818,09/01/2015,RN,405,SEVERIANO MELO,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Rural ,Condutor,36.0,Masculino
83301818,09/01/2015,RN,405,SEVERIANO MELO,Outras,Colisão Transversal,Com Vítimas Feridas,Anoitecer,Ceu Claro,Simples ,Rural ,Condutor,35.0,Masculino
83301890,09/01/2015,RN,226,CURRAIS NOVOS,Outras,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,-1.0,Masculino
83301890,09/01/2015,RN,226,CURRAIS NOVOS,Outras,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,22.0,Masculino
83301925,07/01/2015,RN,304,MOSSORO,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,43.0,Masculino
83301925,07/01/2015,RN,304,MOSSORO,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,33.0,Masculino
83301931,10/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,34.0,Masculino
83301931,10/01/2015,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão lateral,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,35.0,Masculino
83301958,10/01/2015,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,49.0,Masculino
83301958,10/01/2015,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,28.0,Masculino
83302044,10/01/2015,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,-1.0,Inválido
83302044,10/01/2015,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,47.0,Masculino
83302044,10/01/2015,RN,101,PARNAMIRIM,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,62.0,Masculino
83302053,10/01/2015,RN,304,MOSSORO,Defeito mecânico em veículo,Incêndio,Sem Vítimas        ,Pleno dia,Sol,Simples ,Rural ,Condutor,22.0,Masculino
83302123,10/01/2015,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,39.0,Feminino
83302123,10/01/2015,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,70.0,Masculino
83302187,10/01/2015,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,41.0,Feminino
83302187,10/01/2015,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Sem Vítimas        ,Pleno dia,Sol,Dupla   ,Urbano,Condutor,66.0,Masculino
83302195,10/01/2015,RN,405,JOSE DA PENHA,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,35.0,Masculino
83302195,10/01/2015,RN,405,JOSE DA PENHA,Ingestão de álcool,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Simples ,Urbano,Condutor,29.0,Masculino
83302314,11/01/2015,RN,304,MACAIBA,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Anoitecer,Ceu Claro,Simples ,Urbano,Condutor,33.0,Feminino
83302314,11/01/2015,RN,304,MACAIBA,Desobediência à sinalização,Colisão Transversal,Sem Vítimas        ,Anoitecer,Ceu Claro,Simples ,Urbano,Condutor,56.0,Masculino
83302324,07/01/2015,RN,226,MACAIBA,Outras,Atropelamento de pessoa,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Urbano,Condutor,21.0,Masculino
83302324,07/01/2015,RN,226,MACAIBA,Outras,Atropelamento de pessoa,Com Vítimas Fatais ,Plena noite,Ceu Claro,Simples ,Urbano,Pedestre,75.0,Feminino
83302341,11/01/2015,RN,304,PARNAMIRIM,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Rural ,Condutor,-1.0,Masculino
83302341,11/01/2015,RN,304,PARNAMIRIM,Desobediência à sinalização,Colisão lateral,Sem Vítimas        ,Anoitecer,Ceu Claro,Dupla   ,Rural ,Condutor,-1.0,Feminino
83302523,11/01/2015,RN,405,MOSSORO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Condutor,-1.0,Masculino
83302523,11/01/2015,RN,405,MOSSORO,Falta de atenção,Atropelamento de pessoa,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla   ,Urbano,Pedestre,-1.0,Feminino
83302654,12/01/2015,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,29.0,Masculino
83302654,12/01/2015,RN,101,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,22.0,Masculino
83302655,12/01/2015,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,33.0,Masculino
83302655,12/01/2015,RN,101,SAO GONCALO DO AMARANTE,Outras,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Múltipla,Urbano,Condutor,-1.0,Masculino
83302725,12/01/2015,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,0.0,Masculino
83302725,12/01/2015,RN,101,NATAL,Falta de atenção,Colisão traseira,Sem Vítimas        ,Pleno dia,Ceu Claro,Dupla   ,Urbano,Condutor,38.0,Feminino
