id,data_inversa,uf,br,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,condicao_metereologica,tipo_pista,uso_solo,idade,sexo
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,79.0,F
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,4.0,F
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,79.0,F
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,3.0,M
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,35.0,M
83426722,03/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,42.0,M
83445906,03/01/16,RN,110,MOSSORO,Animais na Pista,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ignorada,Simples,Rural,34.0,F
83445906,03/01/16,RN,110,MOSSORO,Animais na Pista,Saída de Pista,Com Vítimas Feridas,Pleno dia,Ignorada,Simples,Rural,43.0,M
83426720,03/01/16,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Sol,Simples,Rural,30.0,M
83426720,03/01/16,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Sol,Simples,Rural,26.0,M
83426720,03/01/16,RN,101,CEARA-MIRIM,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Sol,Simples,Rural,28.0,M
83426920,04/01/16,RN,405,APODI,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,52.0,M
83426920,04/01/16,RN,405,APODI,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,20.0,M
83427003,04/01/16,RN,110,UPANEMA,Outras,Capotamento,Com Vítimas Fatais,Pleno dia,Sol,Simples,Rural,48.0,M
83427085,04/01/16,RN,304,ASSU,Falta de atenção,Capotamento,Com Vítimas Feridas,Pleno dia,Sol,Simples,Rural,32.0,M
83428044,04/01/16,RN,405,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Rural,79.0,M
83428044,04/01/16,RN,405,MOSSORO,Outras,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Rural,,M
83427214,05/01/16,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,44.0,M
83427214,05/01/16,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,29.0,F
83427259,05/01/16,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,22.0,M
83427259,05/01/16,RN,101,PARNAMIRIM,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,27.0,F
83429538,06/01/16,RN,406,TAIPU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,47.0,M
83429538,06/01/16,RN,406,TAIPU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,69.0,M
83429538,06/01/16,RN,406,TAIPU,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,31.0,M
83427569,06/01/16,RN,101,CANGUARETAMA,Defeito mecânico em veículo,Tombamento,Sem Vítimas,Pleno dia,Ceu Claro,Dupla,Rural,47.0,M
83427575,06/01/16,RN,101,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Rural,21.0,M
83427575,06/01/16,RN,101,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Rural,28.0,M
83427575,06/01/16,RN,101,SAO JOSE DE MIPIBU,Ingestão de álcool,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Rural,,M
83427583,06/01/16,RN,405,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Ceu Claro,Dupla,Urbano,,M
83427583,06/01/16,RN,405,MOSSORO,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Plena noite,Ceu Claro,Dupla,Urbano,51.0,M
83427617,07/01/16,RN,406,SAO GONCALO DO AMARANTE,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,44.0,M
83427617,07/01/16,RN,406,SAO GONCALO DO AMARANTE,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,,I
83427798,07/01/16,RN,101,NATAL,Ingestão de álcool,Colisão com objeto fixo,Sem Vítimas,Amanhecer,Ceu Claro,Múltipla,Urbano,,M
83427784,07/01/16,RN,101,CANGUARETAMA,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Rural,45.0,M
83427784,07/01/16,RN,101,CANGUARETAMA,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Rural,32.0,M
83428957,07/01/16,RN,405,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,,I
83428957,07/01/16,RN,405,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,15.0,M
83428957,07/01/16,RN,405,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,15.0,F
83428957,07/01/16,RN,405,MOSSORO,Falta de atenção,Colisão frontal,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,15.0,F
83427848,07/01/16,RN,427,ACARI,Defeito mecânico em veículo,Saída de Pista,Com Vítimas Feridas,Anoitecer,Nublado,Simples,Rural,38.0,M
83428025,08/01/16,RN,304,MOSSORO,Outras,Capotamento,Sem Vítimas,Pleno dia,Chuva,Dupla,Urbano,32.0,M
83428039,08/01/16,RN,304,MOSSORO,Defeito mecânico em veículo,Queda de motocicleta / bicicleta / veículo,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,24.0,F
83444680,08/01/16,RN,226,CAMPO REDONDO,Defeito mecânico em veículo,Capotamento,Sem Vítimas,Pleno dia,Sol,Simples,Rural,34.0,M
83444680,08/01/16,RN,226,CAMPO REDONDO,Defeito mecânico em veículo,Capotamento,Sem Vítimas,Pleno dia,Sol,Simples,Rural,18.0,F
83444680,08/01/16,RN,226,CAMPO REDONDO,Defeito mecânico em veículo,Capotamento,Sem Vítimas,Pleno dia,Sol,Simples,Rural,27.0,F
83428124,08/01/16,RN,304,MOSSORO,Velocidade incompatível,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Chuva,Dupla,Urbano,25.0,M
83428161,08/01/16,RN,406,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Ceu Claro,Dupla,Urbano,32.0,M
83428161,08/01/16,RN,406,SAO GONCALO DO AMARANTE,Falta de atenção,Colisão traseira,Sem Vítimas,Plena noite,Ceu Claro,Dupla,Urbano,66.0,M
83428587,08/01/16,RN,405,PAU DOS FERROS,Defeito na via,Tombamento,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,68.0,M
83428189,08/01/16,RN,304,MACAIBA,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Múltipla,Rural,,M
83428189,08/01/16,RN,304,MACAIBA,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Múltipla,Rural,18.0,M
83428189,08/01/16,RN,304,MACAIBA,Outras,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Múltipla,Rural,15.0,F
83436464,09/01/16,RN,226,PATU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,,M
83436464,09/01/16,RN,226,PATU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Ceu Claro,Simples,Rural,33.0,M
83449746,09/01/16,RN,226,PATU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Nublado,Simples,Rural,32.0,M
83449746,09/01/16,RN,226,PATU,Falta de atenção,Colisão Transversal,Sem Vítimas,Pleno dia,Nublado,Simples,Rural,,M
83428385,09/01/16,RN,101,NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,,M
83428385,09/01/16,RN,101,NATAL,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Múltipla,Urbano,25.0,M
83428406,09/01/16,RN,304,MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Rural,24.0,M
83428406,09/01/16,RN,304,MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Rural,,F
83428406,09/01/16,RN,304,MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Rural,35.0,M
83428406,09/01/16,RN,304,MACAIBA,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Nublado,Simples,Rural,54.0,M
83428396,09/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Dupla,Urbano,48.0,F
83428396,09/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Ceu Claro,Dupla,Urbano,29.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,31.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,28.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,48.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,2.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,51.0,F
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,45.0,M
83428522,09/01/16,RN,304,IPANGUACU,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,46.0,M
83428537,09/01/16,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,24.0,F
83428537,09/01/16,RN,110,MOSSORO,Falta de atenção,Colisão lateral,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,48.0,M
83428547,09/01/16,RN,101,NATAL,Não guardar distância de segurança,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,28.0,M
83428547,09/01/16,RN,101,NATAL,Não guardar distância de segurança,Colisão com bicicleta,Com Vítimas Feridas,Plena noite,Ceu Claro,Simples,Urbano,60.0,M
83428520,09/01/16,RN,101,MAXARANGUAPE,Falta de atenção,Colisão lateral,Sem Vítimas,Plena noite,Ceu Claro,Simples,Rural,36.0,M
83428520,09/01/16,RN,101,MAXARANGUAPE,Falta de atenção,Colisão lateral,Sem Vítimas,Plena noite,Ceu Claro,Simples,Rural,54.0,M
83428653,10/01/16,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,36.0,M
83428653,10/01/16,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,50.0,M
83428653,10/01/16,RN,304,MOSSORO,Falta de atenção,Colisão Transversal,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,24.0,M
83428794,10/01/16,RN,304,RIACHUELO,Defeito mecânico em veículo,Colisão com objeto móvel,Sem Vítimas,Anoitecer,Nublado,Simples,Rural,56.0,F
83428794,10/01/16,RN,304,RIACHUELO,Defeito mecânico em veículo,Colisão com objeto móvel,Sem Vítimas,Anoitecer,Nublado,Simples,Rural,63.0,M
83431059,11/01/16,RN,304,ANGICOS,Outras,Saída de Pista,Com Vítimas Fatais,Plena noite,Ceu Claro,Simples,Rural,36.0,M
83431059,11/01/16,RN,304,ANGICOS,Outras,Saída de Pista,Com Vítimas Fatais,Plena noite,Ceu Claro,Simples,Rural,,F
83429035,11/01/16,RN,101,GOIANINHA,Outras,Tombamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Rural,24.0,M
83429109,11/01/16,RN,226,CURRAIS NOVOS,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Rural,,M
83429109,11/01/16,RN,226,CURRAIS NOVOS,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Rural,,F
83429109,11/01/16,RN,226,CURRAIS NOVOS,Defeito mecânico em veículo,Capotamento,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Rural,,M
83429576,11/01/16,RN,304,MOSSORO,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,83.0,M
83429576,11/01/16,RN,304,MOSSORO,Falta de atenção,Colisão com objeto fixo,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,33.0,M
83446462,11/01/16,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Dupla,Urbano,35.0,M
83446462,11/01/16,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Dupla,Urbano,24.0,M
83446462,11/01/16,RN,101,NATAL,Não guardar distância de segurança,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Dupla,Urbano,34.0,M
83429044,11/01/16,RN,226,NATAL,Ultrapassagem indevida,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,,M
83429044,11/01/16,RN,226,NATAL,Ultrapassagem indevida,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,,M
83429067,11/01/16,RN,405,MOSSORO,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Urbano,46.0,M
83429067,11/01/16,RN,405,MOSSORO,Outras,Colisão lateral,Com Vítimas Feridas,Pleno dia,Nublado,Dupla,Urbano,,I
83429126,11/01/16,RN,406,SAO GONCALO DO AMARANTE,Defeito na via,Tombamento,Com Vítimas Feridas,Plena noite,Nublado,Dupla,Urbano,35.0,M
83429126,11/01/16,RN,406,SAO GONCALO DO AMARANTE,Defeito na via,Tombamento,Com Vítimas Feridas,Plena noite,Nublado,Dupla,Urbano,42.0,F
83429238,12/01/16,RN,304,MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,,I
83429238,12/01/16,RN,304,MOSSORO,Outras,Colisão frontal,Com Vítimas Feridas,Pleno dia,Sol,Simples,Urbano,36.0,M
83429249,12/01/16,RN,427,CAICO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,,M
83429249,12/01/16,RN,427,CAICO,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,,M
83436461,12/01/16,RN,405,MOSSORO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,13.0,M
83436461,12/01/16,RN,405,MOSSORO,Outras,Atropelamento de pessoa,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Urbano,10.0,M
83446463,12/01/16,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,59.0,M
83446463,12/01/16,RN,101,PARNAMIRIM,Desobediência à sinalização,Colisão traseira,Com Vítimas Feridas,Pleno dia,Ceu Claro,Dupla,Urbano,31.0,M
83447948,12/01/16,RN,101,SAO GONCALO DO AMARANTE,Ingestão de álcool,Colisão lateral,Sem Vítimas,Pleno dia,Ceu Claro,Dupla,Urbano,50.0,M
83447948,12/01/16,RN,101,SAO GONCALO DO AMARANTE,Ingestão de álcool,Colisão lateral,Sem Vítimas,Pleno dia,Ceu Claro,Dupla,Urbano,28.0,F
83458216,12/01/16,RN,101,RIO DO FOGO,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Fatais,Plena noite,Ceu Claro,Simples,Rural,29.0,M
83458216,12/01/16,RN,101,RIO DO FOGO,Falta de atenção,Queda de motocicleta / bicicleta / veículo,Com Vítimas Fatais,Plena noite,Ceu Claro,Simples,Rural,51.0,M
83429923,12/01/16,RN,304,MOSSORO,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,41.0,M
83429923,12/01/16,RN,304,MOSSORO,Outras,Saída de Pista,Com Vítimas Feridas,Plena noite,Nublado,Simples,Rural,44.0,M
83429763,13/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,33.0,M
83429763,13/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,32.0,M
83429763,13/01/16,RN,304,MOSSORO,Falta de atenção,Colisão traseira,Com Vítimas Feridas,Plena noite,Ceu Claro,Dupla,Urbano,37.0,M
83430461,13/01/16,RN,304,MOSSORO,Ingestão de álcool,Atropelamento de animal,Com Vítimas Feridas,Plena noite,Ignorada,Simples,Rural,39.0,M
83429540,13/01/16,RN,101,CANGUARETAMA,Outras,Colisão com objeto fixo,Sem Vítimas,Pleno dia,Nublado,Múltipla,Rural,34.0,F
83429534,13/01/16,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,32.0,M
83429534,13/01/16,RN,101,SAO GONCALO DO AMARANTE,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,35.0,M
83429562,13/01/16,RN,101,PARNAMIRIM,Outras,Saída de Pista,Sem Vítimas,Pleno dia,Chuva,Dupla,Urbano,37.0,M
83429719,13/01/16,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,49.0,M
83429719,13/01/16,RN,101,PARNAMIRIM,Não guardar distância de segurança,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,42.0,M
83429692,13/01/16,RN,101,RIO DO FOGO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Simples,Rural,51.0,M
83429692,13/01/16,RN,101,RIO DO FOGO,Falta de atenção,Colisão traseira,Sem Vítimas,Pleno dia,Nublado,Simples,Rural,51.0,M
83430007,14/01/16,RN,304,MACAIBA,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Rural,27.0,M
83430007,14/01/16,RN,304,MACAIBA,Desobediência à sinalização,Colisão lateral,Com Vítimas Feridas,Pleno dia,Ceu Claro,Simples,Rural,55.0,M
83446281,14/01/16,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,53.0,M
83446281,14/01/16,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,30.0,M
83446281,14/01/16,RN,101,PARNAMIRIM,Outras,Colisão traseira,Com Vítimas Feridas,Pleno dia,Chuva,Dupla,Urbano,,M
